Customer_ID,Amount,City,IP_Address,Merchant
2050,2624,Bangalore,45.67.12.5,Zomato
2709,70,Mumbai,192.168.1.1,Amazon
4633,4461,Bangalore,100.45.21.3,Myntra
3035,3342,Chennai,10.0.0.5,Flipkart
3246,667,Hyderabad,172.16.5.4,Amazon
3434,4890,Delhi,192.168.1.1,Amazon
1348,1138,Delhi,10.0.0.5,Swiggy
1959,198,Chennai,100.45.21.3,Zomato
2963,4427,Chennai,10.0.0.5,Swiggy
1692,162,Bangalore,45.67.12.5,Swiggy
2559,1119,Delhi,172.16.5.4,Flipkart
4899,2543,Hyderabad,192.168.1.1,Swiggy
1377,1143,Mumbai,100.45.21.3,Swiggy
3946,2279,Mumbai,192.168.1.1,Myntra
3963,4021,Hyderabad,10.0.0.5,Flipkart
4629,1030,Mumbai,10.0.0.5,Zomato
1526,2407,Delhi,100.45.21.3,Amazon
4224,3330,Hyderabad,172.16.5.4,Myntra
3781,4488,Bangalore,192.168.1.1,Flipkart
3253,3101,Chennai,172.16.5.4,Myntra
3502,4143,Bangalore,10.0.0.5,Swiggy
4344,2645,Delhi,172.16.5.4,Myntra
4965,2021,Chennai,192.168.1.1,Swiggy
2259,4535,Chennai,172.16.5.4,Swiggy
2875,3031,Delhi,10.0.0.5,Myntra
2763,4434,Mumbai,172.16.5.4,Zomato
1520,4712,Delhi,172.16.5.4,Zomato
2701,2632,Bangalore,100.45.21.3,Zomato
2016,4014,Hyderabad,192.168.1.1,Amazon
4003,4134,Hyderabad,100.45.21.3,Swiggy
4902,4910,Delhi,192.168.1.1,Myntra
3773,4701,Mumbai,45.67.12.5,Amazon
2013,1173,Bangalore,45.67.12.5,Myntra
3548,1101,Hyderabad,10.0.0.5,Myntra
1116,4721,Delhi,45.67.12.5,Myntra
3433,865,Delhi,172.16.5.4,Amazon
2367,1028,Mumbai,192.168.1.1,Zomato
1583,2908,Mumbai,10.0.0.5,Zomato
1394,732,Bangalore,10.0.0.5,Zomato
2087,3705,Mumbai,45.67.12.5,Swiggy
4788,2652,Mumbai,172.16.5.4,Flipkart
3768,830,Mumbai,10.0.0.5,Myntra
1071,4649,Mumbai,172.16.5.4,Myntra
4860,1492,Chennai,100.45.21.3,Amazon
1273,4550,Bangalore,10.0.0.5,Myntra
3013,2809,Mumbai,10.0.0.5,Flipkart
2343,2251,Chennai,172.16.5.4,Flipkart
1337,2311,Mumbai,192.168.1.1,Swiggy
2389,3683,Delhi,172.16.5.4,Amazon
4566,3170,Mumbai,192.168.1.1,Amazon
1606,2595,Hyderabad,192.168.1.1,Zomato
1165,4091,Mumbai,10.0.0.5,Myntra
2567,1420,Chennai,10.0.0.5,Zomato
3058,2439,Bangalore,192.168.1.1,Myntra
2324,2878,Mumbai,10.0.0.5,Flipkart
1728,1512,Bangalore,10.0.0.5,Myntra
3848,603,Hyderabad,10.0.0.5,Flipkart
3043,2622,Delhi,10.0.0.5,Swiggy
1101,765,Delhi,100.45.21.3,Swiggy
4496,4345,Chennai,10.0.0.5,Myntra
2415,3439,Hyderabad,10.0.0.5,Flipkart
1778,3792,Mumbai,172.16.5.4,Amazon
1213,4094,Bangalore,10.0.0.5,Flipkart
4762,3213,Hyderabad,45.67.12.5,Flipkart
2111,3701,Delhi,100.45.21.3,Amazon
2576,3185,Chennai,100.45.21.3,Amazon
3448,2883,Chennai,172.16.5.4,Amazon
3635,3545,Chennai,45.67.12.5,Amazon
3936,1387,Delhi,10.0.0.5,Myntra
4117,2471,Bangalore,172.16.5.4,Swiggy
2695,4181,Bangalore,172.16.5.4,Amazon
4534,3061,Hyderabad,10.0.0.5,Myntra
1591,2709,Bangalore,172.16.5.4,Swiggy
2333,1214,Delhi,172.16.5.4,Flipkart
2109,2785,Hyderabad,100.45.21.3,Swiggy
3139,4863,Bangalore,172.16.5.4,Flipkart
4731,4763,Delhi,10.0.0.5,Zomato
3720,4768,Bangalore,172.16.5.4,Flipkart
1713,228,Chennai,192.168.1.1,Zomato
1935,1087,Mumbai,45.67.12.5,Flipkart
2951,3884,Mumbai,100.45.21.3,Myntra
1241,4828,Bangalore,10.0.0.5,Swiggy
3043,4855,Mumbai,172.16.5.4,Swiggy
4936,2607,Hyderabad,10.0.0.5,Swiggy
1001,1889,Chennai,192.168.1.1,Zomato
3272,3618,Chennai,172.16.5.4,Flipkart
3848,4473,Mumbai,45.67.12.5,Amazon
2768,4862,Mumbai,45.67.12.5,Swiggy
2949,4036,Delhi,192.168.1.1,Swiggy
3636,3226,Hyderabad,100.45.21.3,Myntra
3163,3363,Chennai,100.45.21.3,Swiggy
4737,541,Delhi,192.168.1.1,Swiggy
1917,4946,Chennai,10.0.0.5,Zomato
4174,4260,Delhi,45.67.12.5,Zomato
3241,359,Delhi,172.16.5.4,Swiggy
4237,2648,Mumbai,172.16.5.4,Zomato
3918,1751,Chennai,100.45.21.3,Swiggy
1089,855,Hyderabad,45.67.12.5,Amazon
2709,4069,Delhi,45.67.12.5,Myntra
3169,4257,Delhi,172.16.5.4,Flipkart
1142,1942,Delhi,100.45.21.3,Flipkart
4041,1376,Bangalore,10.0.0.5,Zomato
1105,1967,Delhi,10.0.0.5,Flipkart
1886,2674,Delhi,10.0.0.5,Flipkart
1427,4460,Hyderabad,10.0.0.5,Amazon
2328,2291,Delhi,100.45.21.3,Amazon
2895,2023,Delhi,10.0.0.5,Zomato
2994,4090,Chennai,100.45.21.3,Amazon
1316,4028,Delhi,100.45.21.3,Swiggy
2986,1365,Delhi,45.67.12.5,Amazon
1634,3479,Hyderabad,172.16.5.4,Flipkart
2925,2622,Chennai,100.45.21.3,Myntra
3056,660,Delhi,45.67.12.5,Amazon
3821,2917,Delhi,100.45.21.3,Amazon
4144,1539,Mumbai,10.0.0.5,Myntra
4430,253,Delhi,192.168.1.1,Flipkart
3270,3439,Bangalore,192.168.1.1,Amazon
2439,1449,Bangalore,100.45.21.3,Myntra
1552,2317,Chennai,172.16.5.4,Myntra
4441,1422,Chennai,10.0.0.5,Myntra
1715,1306,Delhi,45.67.12.5,Zomato
2287,2397,Mumbai,45.67.12.5,Myntra
4911,3253,Mumbai,100.45.21.3,Amazon
2713,1744,Chennai,192.168.1.1,Myntra
2883,2732,Mumbai,10.0.0.5,Swiggy
4389,3042,Bangalore,172.16.5.4,Zomato
2107,283,Mumbai,10.0.0.5,Flipkart
2341,2187,Chennai,45.67.12.5,Swiggy
1110,3625,Hyderabad,10.0.0.5,Zomato
1250,2856,Delhi,45.67.12.5,Swiggy
3430,1977,Hyderabad,100.45.21.3,Amazon
3054,4900,Bangalore,192.168.1.1,Zomato
1458,2007,Chennai,100.45.21.3,Amazon
2107,1543,Hyderabad,172.16.5.4,Myntra
1207,981,Bangalore,192.168.1.1,Swiggy
1899,97,Mumbai,172.16.5.4,Amazon
4461,2320,Mumbai,100.45.21.3,Flipkart
4385,2810,Bangalore,45.67.12.5,Swiggy
1021,4611,Mumbai,100.45.21.3,Swiggy
1409,2114,Hyderabad,172.16.5.4,Flipkart
1894,728,Chennai,192.168.1.1,Zomato
1514,3995,Mumbai,192.168.1.1,Flipkart
4198,1640,Mumbai,10.0.0.5,Myntra
1808,2568,Hyderabad,45.67.12.5,Myntra
4771,878,Delhi,10.0.0.5,Flipkart
1873,1616,Delhi,172.16.5.4,Flipkart
1013,1617,Mumbai,45.67.12.5,Swiggy
1970,3384,Mumbai,45.67.12.5,Zomato
4025,255,Chennai,192.168.1.1,Amazon
4061,1855,Mumbai,45.67.12.5,Amazon
4083,529,Delhi,45.67.12.5,Zomato
3134,2170,Mumbai,100.45.21.3,Zomato
4595,1511,Bangalore,192.168.1.1,Swiggy
3956,2679,Hyderabad,172.16.5.4,Amazon
2560,2816,Bangalore,10.0.0.5,Flipkart
2324,1487,Mumbai,100.45.21.3,Myntra
2266,1992,Delhi,100.45.21.3,Swiggy
3169,3792,Bangalore,192.168.1.1,Swiggy
4218,2855,Chennai,100.45.21.3,Swiggy
4638,2877,Delhi,100.45.21.3,Amazon
1749,820,Chennai,45.67.12.5,Swiggy
4427,116,Mumbai,192.168.1.1,Zomato
1684,1495,Delhi,10.0.0.5,Amazon
2927,2951,Delhi,45.67.12.5,Swiggy
4804,2468,Bangalore,192.168.1.1,Myntra
4702,413,Bangalore,192.168.1.1,Swiggy
3356,4545,Hyderabad,172.16.5.4,Swiggy
1694,2947,Bangalore,10.0.0.5,Amazon
3335,309,Bangalore,100.45.21.3,Swiggy
1306,3909,Chennai,100.45.21.3,Swiggy
4883,1118,Bangalore,45.67.12.5,Swiggy
4665,3984,Bangalore,10.0.0.5,Zomato
2989,1360,Chennai,192.168.1.1,Flipkart
3961,1492,Mumbai,100.45.21.3,Flipkart
4794,1378,Chennai,100.45.21.3,Amazon
1661,278,Mumbai,45.67.12.5,Amazon
1548,4895,Hyderabad,192.168.1.1,Swiggy
4423,1259,Hyderabad,45.67.12.5,Swiggy
1311,2020,Chennai,10.0.0.5,Zomato
3920,4271,Hyderabad,172.16.5.4,Myntra
2082,4277,Bangalore,10.0.0.5,Swiggy
4714,3282,Chennai,172.16.5.4,Flipkart
3971,1775,Mumbai,45.67.12.5,Zomato
2737,1666,Chennai,192.168.1.1,Myntra
1754,1947,Delhi,10.0.0.5,Swiggy
1034,4491,Hyderabad,192.168.1.1,Amazon
1444,2012,Hyderabad,10.0.0.5,Zomato
3140,2181,Hyderabad,192.168.1.1,Myntra
2982,2532,Chennai,100.45.21.3,Zomato
2230,1500,Mumbai,192.168.1.1,Myntra
1352,4330,Hyderabad,192.168.1.1,Myntra
1902,1305,Chennai,45.67.12.5,Flipkart
2355,450,Chennai,45.67.12.5,Zomato
4888,1797,Chennai,45.67.12.5,Myntra
3909,2032,Mumbai,100.45.21.3,Swiggy
2748,2025,Mumbai,192.168.1.1,Zomato
1158,3703,Mumbai,100.45.21.3,Amazon
2977,3514,Hyderabad,10.0.0.5,Flipkart
1956,2464,Hyderabad,10.0.0.5,Amazon
3071,3232,Bangalore,45.67.12.5,Zomato
1403,2358,Bangalore,192.168.1.1,Zomato
3852,1137,Bangalore,10.0.0.5,Amazon
1515,3924,Chennai,172.16.5.4,Amazon
3779,2597,Delhi,10.0.0.5,Flipkart
2387,3210,Bangalore,172.16.5.4,Amazon
4453,1442,Mumbai,172.16.5.4,Swiggy
3579,1565,Hyderabad,10.0.0.5,Flipkart
1955,2743,Mumbai,45.67.12.5,Myntra
3199,2953,Bangalore,192.168.1.1,Amazon
4633,4008,Mumbai,45.67.12.5,Amazon
2712,4550,Mumbai,172.16.5.4,Zomato
3994,4513,Delhi,45.67.12.5,Amazon
1607,270,Chennai,45.67.12.5,Amazon
4688,3062,Hyderabad,45.67.12.5,Zomato
3467,1320,Hyderabad,45.67.12.5,Swiggy
2273,4318,Delhi,172.16.5.4,Zomato
4188,4268,Hyderabad,100.45.21.3,Amazon
3913,1802,Bangalore,192.168.1.1,Zomato
2535,685,Chennai,45.67.12.5,Zomato
4811,2913,Mumbai,45.67.12.5,Amazon
3625,2787,Hyderabad,100.45.21.3,Myntra
3382,2746,Delhi,172.16.5.4,Amazon
2441,4139,Hyderabad,45.67.12.5,Flipkart
3979,1549,Mumbai,10.0.0.5,Amazon
2797,3311,Bangalore,100.45.21.3,Amazon
1294,550,Hyderabad,10.0.0.5,Myntra
1754,1706,Chennai,100.45.21.3,Swiggy
2394,3408,Chennai,45.67.12.5,Swiggy
1185,1946,Delhi,192.168.1.1,Zomato
2269,2158,Chennai,10.0.0.5,Amazon
1636,1211,Mumbai,172.16.5.4,Flipkart
2291,175,Hyderabad,45.67.12.5,Zomato
4714,3825,Hyderabad,45.67.12.5,Zomato
4308,4337,Delhi,192.168.1.1,Myntra
1529,2019,Mumbai,100.45.21.3,Swiggy
4623,3335,Mumbai,45.67.12.5,Flipkart
3068,2290,Chennai,10.0.0.5,Amazon
3958,638,Delhi,10.0.0.5,Myntra
4808,3144,Chennai,45.67.12.5,Amazon
3914,792,Bangalore,10.0.0.5,Amazon
1793,3277,Mumbai,45.67.12.5,Zomato
4591,1166,Hyderabad,172.16.5.4,Flipkart
3147,875,Mumbai,100.45.21.3,Myntra
3799,1753,Delhi,192.168.1.1,Flipkart
1477,2706,Hyderabad,192.168.1.1,Swiggy
2622,1203,Delhi,192.168.1.1,Swiggy
4369,2322,Mumbai,172.16.5.4,Swiggy
1939,3993,Mumbai,192.168.1.1,Zomato
1525,2445,Hyderabad,10.0.0.5,Flipkart
3381,1184,Chennai,172.16.5.4,Flipkart
1001,1555,Chennai,10.0.0.5,Swiggy
1374,2294,Bangalore,10.0.0.5,Myntra
3340,2288,Chennai,172.16.5.4,Myntra
3884,3185,Delhi,192.168.1.1,Zomato
4052,4639,Hyderabad,10.0.0.5,Flipkart
1552,218,Chennai,100.45.21.3,Myntra
3365,226,Mumbai,172.16.5.4,Zomato
2525,1218,Bangalore,45.67.12.5,Flipkart
2851,636,Chennai,172.16.5.4,Flipkart
1380,104,Mumbai,45.67.12.5,Swiggy
2646,2784,Bangalore,100.45.21.3,Myntra
1013,3795,Mumbai,192.168.1.1,Amazon
1503,185,Delhi,172.16.5.4,Amazon
3278,587,Chennai,100.45.21.3,Zomato
3008,2259,Chennai,10.0.0.5,Zomato
4155,2257,Bangalore,192.168.1.1,Zomato
1129,2615,Delhi,10.0.0.5,Zomato
4814,1778,Mumbai,192.168.1.1,Myntra
1837,4460,Chennai,192.168.1.1,Zomato
4216,757,Delhi,100.45.21.3,Zomato
3938,1290,Hyderabad,10.0.0.5,Amazon
4928,4409,Bangalore,45.67.12.5,Myntra
3040,1625,Mumbai,172.16.5.4,Amazon
1027,3039,Hyderabad,172.16.5.4,Zomato
3113,4607,Bangalore,172.16.5.4,Amazon
4234,1234,Hyderabad,172.16.5.4,Swiggy
2252,4459,Hyderabad,100.45.21.3,Amazon
1260,4276,Delhi,172.16.5.4,Amazon
3046,4812,Chennai,45.67.12.5,Swiggy
2472,4210,Mumbai,10.0.0.5,Flipkart
2447,618,Chennai,10.0.0.5,Myntra
1459,1492,Delhi,192.168.1.1,Flipkart
4747,2066,Chennai,192.168.1.1,Swiggy
1300,996,Bangalore,45.67.12.5,Zomato
3966,2882,Delhi,10.0.0.5,Swiggy
4374,4094,Bangalore,10.0.0.5,Swiggy
3334,101,Delhi,45.67.12.5,Myntra
4466,3709,Bangalore,192.168.1.1,Amazon
4081,2434,Bangalore,45.67.12.5,Swiggy
4778,4284,Mumbai,192.168.1.1,Zomato
1629,4537,Hyderabad,10.0.0.5,Amazon
1269,283,Delhi,10.0.0.5,Swiggy
3639,4577,Mumbai,10.0.0.5,Myntra
2993,4433,Mumbai,100.45.21.3,Swiggy
2628,1179,Hyderabad,192.168.1.1,Amazon
2801,4753,Bangalore,45.67.12.5,Amazon
3891,2601,Hyderabad,172.16.5.4,Zomato
1861,4778,Delhi,100.45.21.3,Flipkart
4432,665,Mumbai,192.168.1.1,Swiggy
2280,1974,Bangalore,45.67.12.5,Myntra
3180,3978,Delhi,10.0.0.5,Zomato
4347,2395,Delhi,45.67.12.5,Flipkart
2799,4939,Hyderabad,45.67.12.5,Amazon
2706,2822,Bangalore,172.16.5.4,Zomato
4019,968,Delhi,10.0.0.5,Amazon
3560,3292,Hyderabad,192.168.1.1,Amazon
3360,4905,Delhi,192.168.1.1,Swiggy
1575,4971,Delhi,172.16.5.4,Amazon
3933,2001,Delhi,100.45.21.3,Amazon
3003,323,Bangalore,10.0.0.5,Myntra
2307,2395,Bangalore,172.16.5.4,Zomato
4192,4357,Bangalore,100.45.21.3,Flipkart
4178,3123,Bangalore,172.16.5.4,Zomato
2956,1005,Bangalore,45.67.12.5,Amazon
3734,2386,Chennai,45.67.12.5,Zomato
3020,3807,Mumbai,45.67.12.5,Myntra
4275,4111,Chennai,10.0.0.5,Flipkart
3212,4842,Delhi,192.168.1.1,Amazon
3352,2938,Mumbai,45.67.12.5,Flipkart
4568,2768,Mumbai,172.16.5.4,Flipkart
2655,646,Delhi,172.16.5.4,Flipkart
2579,2370,Delhi,100.45.21.3,Flipkart
2847,4434,Mumbai,100.45.21.3,Flipkart
3203,2289,Mumbai,192.168.1.1,Flipkart
2390,4411,Delhi,45.67.12.5,Zomato
2742,3894,Hyderabad,10.0.0.5,Zomato
2925,885,Delhi,192.168.1.1,Myntra
1619,4823,Bangalore,10.0.0.5,Zomato
2274,1041,Hyderabad,192.168.1.1,Flipkart
1956,4826,Chennai,100.45.21.3,Zomato
2939,750,Bangalore,172.16.5.4,Swiggy
4953,4965,Bangalore,10.0.0.5,Flipkart
3381,1683,Chennai,45.67.12.5,Amazon
4713,3919,Hyderabad,192.168.1.1,Swiggy
1968,4731,Mumbai,192.168.1.1,Zomato
3558,127,Chennai,45.67.12.5,Amazon
2316,3795,Delhi,172.16.5.4,Zomato
2043,2796,Mumbai,10.0.0.5,Swiggy
1281,3335,Bangalore,10.0.0.5,Amazon
3844,1982,Delhi,172.16.5.4,Flipkart
4072,3300,Hyderabad,172.16.5.4,Zomato
3166,2668,Delhi,10.0.0.5,Flipkart
2058,2702,Hyderabad,10.0.0.5,Myntra
1197,2580,Bangalore,192.168.1.1,Myntra
3532,4975,Bangalore,10.0.0.5,Flipkart
4828,1814,Hyderabad,10.0.0.5,Myntra
2082,814,Mumbai,172.16.5.4,Amazon
3884,4162,Hyderabad,172.16.5.4,Amazon
2184,4297,Mumbai,100.45.21.3,Myntra
2008,510,Delhi,192.168.1.1,Amazon
3738,4393,Mumbai,172.16.5.4,Zomato
2229,649,Hyderabad,192.168.1.1,Flipkart
2035,4243,Chennai,172.16.5.4,Myntra
1489,4684,Mumbai,192.168.1.1,Zomato
1275,345,Mumbai,100.45.21.3,Swiggy
3740,4583,Hyderabad,192.168.1.1,Zomato
3289,1472,Chennai,10.0.0.5,Swiggy
2239,2069,Bangalore,100.45.21.3,Flipkart
2274,714,Delhi,45.67.12.5,Swiggy
4882,3493,Hyderabad,192.168.1.1,Myntra
1125,2471,Delhi,100.45.21.3,Flipkart
1216,3728,Chennai,172.16.5.4,Zomato
4377,608,Bangalore,172.16.5.4,Zomato
4868,2582,Mumbai,100.45.21.3,Swiggy
2208,1157,Bangalore,192.168.1.1,Amazon
4110,4811,Mumbai,172.16.5.4,Swiggy
2246,4628,Mumbai,45.67.12.5,Amazon
4255,3417,Mumbai,100.45.21.3,Flipkart
3542,4984,Chennai,45.67.12.5,Swiggy
3474,155,Delhi,10.0.0.5,Swiggy
4249,3728,Bangalore,192.168.1.1,Flipkart
1918,1756,Hyderabad,192.168.1.1,Flipkart
4499,840,Mumbai,10.0.0.5,Flipkart
2317,861,Chennai,192.168.1.1,Swiggy
4923,4995,Hyderabad,172.16.5.4,Myntra
3198,219,Mumbai,10.0.0.5,Swiggy
3431,4495,Chennai,10.0.0.5,Flipkart
2661,1982,Bangalore,100.45.21.3,Flipkart
4884,1801,Delhi,172.16.5.4,Flipkart
1307,498,Delhi,172.16.5.4,Swiggy
2359,2729,Mumbai,45.67.12.5,Zomato
2969,1174,Mumbai,10.0.0.5,Flipkart
3793,1442,Bangalore,45.67.12.5,Amazon
1891,1868,Hyderabad,45.67.12.5,Amazon
1374,1733,Hyderabad,100.45.21.3,Zomato
4079,3651,Bangalore,172.16.5.4,Zomato
3033,1905,Hyderabad,10.0.0.5,Flipkart
2364,4910,Bangalore,45.67.12.5,Myntra
1128,1338,Delhi,192.168.1.1,Swiggy
2014,2299,Mumbai,100.45.21.3,Zomato
2799,1191,Hyderabad,100.45.21.3,Swiggy
3716,1098,Mumbai,100.45.21.3,Zomato
4423,2466,Chennai,172.16.5.4,Flipkart
2381,4530,Bangalore,45.67.12.5,Zomato
1516,2371,Hyderabad,100.45.21.3,Swiggy
2518,4679,Bangalore,192.168.1.1,Swiggy
1085,2441,Chennai,172.16.5.4,Amazon
2198,3442,Bangalore,172.16.5.4,Myntra
4873,4252,Bangalore,10.0.0.5,Zomato
4264,971,Bangalore,100.45.21.3,Zomato
3358,759,Chennai,172.16.5.4,Myntra
2142,496,Hyderabad,100.45.21.3,Amazon
4289,2559,Chennai,192.168.1.1,Flipkart
3474,3337,Mumbai,100.45.21.3,Swiggy
2993,2903,Chennai,45.67.12.5,Amazon
4485,1122,Mumbai,45.67.12.5,Amazon
3161,3738,Mumbai,192.168.1.1,Swiggy
4216,3178,Chennai,172.16.5.4,Flipkart
4609,3647,Delhi,45.67.12.5,Swiggy
4719,4484,Chennai,10.0.0.5,Zomato
1302,4168,Hyderabad,192.168.1.1,Amazon
3791,1117,Bangalore,192.168.1.1,Amazon
4952,486,Mumbai,100.45.21.3,Swiggy
1587,1142,Delhi,10.0.0.5,Myntra
1986,643,Delhi,45.67.12.5,Zomato
2863,2610,Bangalore,10.0.0.5,Swiggy
1344,326,Hyderabad,100.45.21.3,Swiggy
1813,4637,Delhi,100.45.21.3,Myntra
2987,132,Delhi,45.67.12.5,Flipkart
3848,3433,Mumbai,192.168.1.1,Swiggy
4072,517,Bangalore,45.67.12.5,Amazon
4218,1047,Hyderabad,192.168.1.1,Flipkart
2310,2429,Delhi,45.67.12.5,Zomato
2999,1342,Bangalore,45.67.12.5,Myntra
2677,4145,Chennai,45.67.12.5,Zomato
4124,1417,Chennai,45.67.12.5,Swiggy
2327,3984,Hyderabad,10.0.0.5,Swiggy
2092,143,Hyderabad,100.45.21.3,Swiggy
3408,972,Bangalore,192.168.1.1,Flipkart
4673,3191,Mumbai,45.67.12.5,Flipkart
4291,1959,Hyderabad,192.168.1.1,Swiggy
2009,3504,Mumbai,10.0.0.5,Flipkart
1703,2679,Chennai,45.67.12.5,Amazon
1574,1929,Mumbai,10.0.0.5,Myntra
2608,1854,Hyderabad,192.168.1.1,Amazon
4232,1208,Delhi,10.0.0.5,Flipkart
4752,3270,Delhi,10.0.0.5,Zomato
2112,407,Chennai,192.168.1.1,Flipkart
1687,191,Mumbai,10.0.0.5,Swiggy
3828,1844,Mumbai,192.168.1.1,Myntra
3632,2928,Chennai,100.45.21.3,Myntra
4828,2268,Mumbai,10.0.0.5,Zomato
3636,2109,Hyderabad,172.16.5.4,Swiggy
4230,1128,Bangalore,172.16.5.4,Zomato
1488,551,Mumbai,45.67.12.5,Flipkart
4018,935,Delhi,10.0.0.5,Swiggy
2347,2989,Hyderabad,10.0.0.5,Flipkart
4681,652,Hyderabad,192.168.1.1,Swiggy
4452,4470,Bangalore,172.16.5.4,Swiggy
4173,2014,Delhi,100.45.21.3,Zomato
1493,3944,Chennai,172.16.5.4,Myntra
2667,2594,Chennai,45.67.12.5,Amazon
2637,4461,Delhi,192.168.1.1,Zomato
1018,1774,Bangalore,192.168.1.1,Myntra
4525,221,Bangalore,192.168.1.1,Swiggy
4553,4726,Mumbai,45.67.12.5,Myntra
4665,1351,Delhi,10.0.0.5,Flipkart
3444,133,Chennai,100.45.21.3,Zomato
2000,1221,Mumbai,45.67.12.5,Amazon
4350,993,Hyderabad,192.168.1.1,Flipkart
1850,4878,Bangalore,100.45.21.3,Zomato
2388,1836,Delhi,172.16.5.4,Amazon
2354,4243,Chennai,172.16.5.4,Zomato
4712,4359,Chennai,192.168.1.1,Zomato
2367,856,Delhi,100.45.21.3,Zomato
1821,360,Chennai,10.0.0.5,Zomato
1454,1810,Chennai,45.67.12.5,Zomato
2624,2280,Hyderabad,192.168.1.1,Myntra
3772,2032,Delhi,10.0.0.5,Flipkart
4726,1406,Hyderabad,172.16.5.4,Myntra
4136,4036,Bangalore,100.45.21.3,Amazon
4147,3947,Delhi,172.16.5.4,Flipkart
1710,406,Chennai,172.16.5.4,Swiggy
3190,3212,Mumbai,172.16.5.4,Zomato
1916,1248,Chennai,10.0.0.5,Zomato
4986,2751,Chennai,45.67.12.5,Myntra
3875,4788,Delhi,45.67.12.5,Swiggy
3652,4784,Chennai,192.168.1.1,Zomato
2496,2361,Mumbai,172.16.5.4,Flipkart
2440,2826,Delhi,45.67.12.5,Amazon
1304,576,Mumbai,172.16.5.4,Swiggy
1735,3294,Chennai,45.67.12.5,Swiggy
4568,3380,Bangalore,100.45.21.3,Amazon
3338,414,Delhi,100.45.21.3,Amazon
2963,4154,Bangalore,172.16.5.4,Amazon
3149,3381,Mumbai,100.45.21.3,Amazon
3009,162,Bangalore,10.0.0.5,Zomato
4338,3840,Bangalore,10.0.0.5,Amazon
3914,2572,Hyderabad,100.45.21.3,Zomato
4015,4624,Hyderabad,100.45.21.3,Zomato
4693,897,Bangalore,100.45.21.3,Amazon
4021,3857,Bangalore,192.168.1.1,Myntra
3889,2579,Hyderabad,192.168.1.1,Zomato
1961,1719,Delhi,172.16.5.4,Amazon
3989,3716,Chennai,45.67.12.5,Zomato
4848,4861,Bangalore,172.16.5.4,Swiggy
2026,630,Delhi,10.0.0.5,Flipkart
3132,425,Chennai,10.0.0.5,Myntra
4865,3027,Bangalore,172.16.5.4,Swiggy
3375,4591,Bangalore,45.67.12.5,Amazon
3863,4104,Mumbai,45.67.12.5,Amazon
2473,2663,Chennai,45.67.12.5,Swiggy
3501,921,Hyderabad,45.67.12.5,Myntra
2947,534,Delhi,172.16.5.4,Amazon
3676,4822,Chennai,192.168.1.1,Swiggy
4292,3538,Delhi,45.67.12.5,Zomato
2177,3810,Hyderabad,172.16.5.4,Swiggy
1664,1760,Mumbai,100.45.21.3,Amazon
1011,1210,Mumbai,100.45.21.3,Swiggy
2156,1431,Chennai,100.45.21.3,Swiggy
1303,280,Mumbai,10.0.0.5,Swiggy
4364,3236,Mumbai,10.0.0.5,Amazon
4022,3952,Delhi,172.16.5.4,Flipkart
4371,2612,Bangalore,192.168.1.1,Swiggy
2763,2081,Delhi,100.45.21.3,Zomato
3830,161,Hyderabad,100.45.21.3,Swiggy
1042,3267,Chennai,45.67.12.5,Zomato
1943,1422,Chennai,100.45.21.3,Amazon
3390,1281,Mumbai,192.168.1.1,Zomato
2349,53,Bangalore,10.0.0.5,Myntra
4885,3199,Bangalore,172.16.5.4,Zomato
3545,1812,Mumbai,172.16.5.4,Zomato
3411,1770,Delhi,10.0.0.5,Zomato
1890,4884,Hyderabad,192.168.1.1,Myntra
3474,2146,Mumbai,10.0.0.5,Swiggy
2004,1182,Bangalore,192.168.1.1,Zomato
1020,1766,Bangalore,172.16.5.4,Amazon
1406,3493,Mumbai,192.168.1.1,Amazon
3666,571,Hyderabad,100.45.21.3,Swiggy
2014,3022,Bangalore,100.45.21.3,Swiggy
1335,2473,Bangalore,45.67.12.5,Swiggy
2838,684,Mumbai,172.16.5.4,Flipkart
4188,698,Delhi,100.45.21.3,Flipkart
2147,3211,Mumbai,172.16.5.4,Swiggy
3446,1222,Mumbai,100.45.21.3,Zomato
3840,4868,Delhi,172.16.5.4,Swiggy
2827,416,Chennai,100.45.21.3,Swiggy
1714,3833,Delhi,172.16.5.4,Zomato
1050,2934,Delhi,192.168.1.1,Zomato
4854,4038,Hyderabad,192.168.1.1,Flipkart
1323,4764,Chennai,45.67.12.5,Myntra
1788,2566,Delhi,45.67.12.5,Flipkart
1140,4357,Mumbai,100.45.21.3,Myntra
1469,4410,Hyderabad,192.168.1.1,Myntra
1786,674,Hyderabad,172.16.5.4,Zomato
2825,3467,Chennai,192.168.1.1,Flipkart
2357,1853,Hyderabad,192.168.1.1,Flipkart
2916,1284,Delhi,45.67.12.5,Zomato
1963,1156,Hyderabad,192.168.1.1,Amazon
4055,811,Hyderabad,172.16.5.4,Flipkart
1372,398,Hyderabad,192.168.1.1,Flipkart
4635,945,Mumbai,192.168.1.1,Amazon
3541,2001,Chennai,100.45.21.3,Amazon
4610,380,Delhi,192.168.1.1,Amazon
2692,3597,Hyderabad,10.0.0.5,Myntra
3798,3601,Bangalore,10.0.0.5,Flipkart
2179,3193,Delhi,10.0.0.5,Zomato
3338,972,Mumbai,100.45.21.3,Zomato
